Watermass,Completeness,Phylum,Gene,Category,Counts
STW,82.56,Crenarchaeota,ArsC,Alternative e acceptor,1
STW,76.4,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,67.41,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,82,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,56.79,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,71.96,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,67.97,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,62.86,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,79.65,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,80.34,Actinobacteriota,ArsC,Alternative e acceptor,0
STW,93.59,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,94.87,Actinobacteriota,ArsC,Alternative e acceptor,0
STW,64.8,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,50.16,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,69.58,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,56.09,Chloroflexota,ArsC,Alternative e acceptor,0
SAW,71.08,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,88.86,Cyanobacteria,ArsC,Alternative e acceptor,0
STW,60.11,Gemmatimonadota,ArsC,Alternative e acceptor,0
STW,62.63,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,59.33,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,92.98,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,64.8,Proteobacteria,ArsC,Alternative e acceptor,1
STW,83.65,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,69.85,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,60.99,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,53.64,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,87.1,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,94.41,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,54.47,Proteobacteria,ArsC,Alternative e acceptor,0
STW,79.32,Proteobacteria,ArsC,Alternative e acceptor,1
STW,73.9,Proteobacteria,ArsC,Alternative e acceptor,1
STW,66.38,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,58.12,Verrucomicrobiota,ArsC,Alternative e acceptor,1
STW,53.76,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,93.4,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,57.3,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,58.12,Crenarchaeota,ArsC,Alternative e acceptor,0
STW,83.2,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,62.04,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,77.81,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,80.74,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,67.62,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,93.03,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,74.64,Planctomycetota,ArsC,Alternative e acceptor,0
SAW,51.87,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,75.72,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,68.69,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,70.2,SAR324,ArsC,Alternative e acceptor,0
SAW,90.86,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,81.05,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,60.34,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,88.32,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,77.09,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,87.5,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,55.01,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,57.52,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,94.61,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,77.3,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,94.88,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,59.11,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,53.89,Proteobacteria,ArsC,Alternative e acceptor,1
STW,96.12,Crenarchaeota,ArsC,Alternative e acceptor,1
Deep,57.83,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,66,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,51.76,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,86.39,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,63.79,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,95.3,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,89.34,Actinobacteriota,ArsC,Alternative e acceptor,1
STW,88.17,Bacteroidota,ArsC,Alternative e acceptor,1
STW,92.28,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,89.48,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,80.09,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,69.12,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,71.96,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,53.49,Bacteroidota,ArsC,Alternative e acceptor,0
Deep,55.18,Chloroflexota,ArsC,Alternative e acceptor,0
STW,60.91,Cyanobacteria,ArsC,Alternative e acceptor,0
STW,55.91,Planctomycetota,ArsC,Alternative e acceptor,0
STW,57.94,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,53.23,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,76.71,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,80.26,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,77.9,Proteobacteria,ArsC,Alternative e acceptor,0
STW,78.33,Proteobacteria,ArsC,Alternative e acceptor,1
STW,85.24,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,72.15,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,87.45,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,59.65,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,94.58,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,90.93,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,87.22,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,66.74,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,88.77,Proteobacteria,ArsC,Alternative e acceptor,0
STW,56.37,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,66.85,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,97.1,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,84.35,SAR324,ArsC,Alternative e acceptor,1
Deep,62.39,SAR324,ArsC,Alternative e acceptor,0
Deep,54.8,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Deep,67.87,Verrucomicrobiota,ArsC,Alternative e acceptor,0
Deep,63.92,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,96.57,Verrucomicrobiota,ArsC,Alternative e acceptor,0
STW,92.36,Verrucomicrobiota,ArsC,Alternative e acceptor,0
STW,81.07,Crenarchaeota,ArsC,Alternative e acceptor,0
SAW,59.69,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,96.58,Actinobacteriota,ArsC,Alternative e acceptor,1
STW,82.88,Actinobacteriota,ArsC,Alternative e acceptor,0
STW,68.06,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,89.54,Cyanobacteria,ArsC,Alternative e acceptor,0
STW,74.84,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,54.27,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,75.75,Proteobacteria,ArsC,Alternative e acceptor,0
STW,64.04,Proteobacteria,ArsC,Alternative e acceptor,0
STW,81.18,Proteobacteria,ArsC,Alternative e acceptor,1
STW,75.7,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,68.49,Proteobacteria,ArsC,Alternative e acceptor,0
STW,53.27,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,92.72,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,90.95,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,55.25,Crenarchaeota,ArsC,Alternative e acceptor,0
NW,91.78,Crenarchaeota,ArsC,Alternative e acceptor,1
NW,84,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,75.6,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,75.14,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,73.6,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,66.55,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,80.84,Thermoplasmatota,ArsC,Alternative e acceptor,0
Front,85.33,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,80.53,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,63.73,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,85.33,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,83.67,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,62.51,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,53.96,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,86.97,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,91.52,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,87.26,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,66.81,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,97.76,Actinobacteriota,ArsC,Alternative e acceptor,0
NW,75.54,Bacteroidota,ArsC,Alternative e acceptor,1
NW,91.64,Bacteroidota,ArsC,Alternative e acceptor,0
NW,83.97,Bacteroidota,ArsC,Alternative e acceptor,1
NW,89.73,Bacteroidota,ArsC,Alternative e acceptor,1
NW,52.63,Bacteroidota,ArsC,Alternative e acceptor,0
NW,77.38,Bacteroidota,ArsC,Alternative e acceptor,0
NW,62.53,Bacteroidota,ArsC,Alternative e acceptor,0
Deep,51.4,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,53.8,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,88.94,Chloroflexota,ArsC,Alternative e acceptor,0
SAW,69.66,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,89.76,Cyanobacteria,ArsC,Alternative e acceptor,0
Front,85.01,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,90.9,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,92.3,Cyanobacteria,ArsC,Alternative e acceptor,0
SAW,91.85,Cyanobacteria,ArsC,Alternative e acceptor,0
Deep,83.39,Gemmatimonadota,ArsC,Alternative e acceptor,0
NW,80.17,Proteobacteria,ArsC,Alternative e acceptor,0
NW,69.3,Proteobacteria,ArsC,Alternative e acceptor,1
NW,68.56,Proteobacteria,ArsC,Alternative e acceptor,0
NW,93.65,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,71.82,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,68.18,Proteobacteria,ArsC,Alternative e acceptor,0
NW,83.45,Proteobacteria,ArsC,Alternative e acceptor,1
NW,93.46,Proteobacteria,ArsC,Alternative e acceptor,0
NW,90.85,Proteobacteria,ArsC,Alternative e acceptor,0
Front,71.35,Proteobacteria,ArsC,Alternative e acceptor,1
STW,51.63,Proteobacteria,ArsC,Alternative e acceptor,0
NW,69.42,Proteobacteria,ArsC,Alternative e acceptor,1
Front,73.01,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,63.05,Proteobacteria,ArsC,Alternative e acceptor,0
NW,72.82,Proteobacteria,ArsC,Alternative e acceptor,1
STW,67.67,Proteobacteria,ArsC,Alternative e acceptor,1
STW,51.49,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,97.87,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,78.88,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,81.57,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,70.73,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,56.58,Proteobacteria,ArsC,Alternative e acceptor,0
Front,76.6,SAR324,ArsC,Alternative e acceptor,0
SAW,73.38,SAR324,ArsC,Alternative e acceptor,0
SAW,90.58,SAR324,ArsC,Alternative e acceptor,1
SAW,66.55,SAR324,ArsC,Alternative e acceptor,0
Deep,77.34,SAR324,ArsC,Alternative e acceptor,1
Deep,82.64,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Deep,77.8,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Front,71.9,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,76.76,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,71.73,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,83.77,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,82.07,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Deep,68.4,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,67.87,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,82.4,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,71.78,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,75.75,Acidobacteriota,ArsC,Alternative e acceptor,0
Deep,91.95,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,92.01,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,90.6,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,98.72,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,81.8,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,82.33,Bacteroidota,ArsC,Alternative e acceptor,0
STW,78.99,Bacteroidota,ArsC,Alternative e acceptor,0
STW,92.15,Bacteroidota,ArsC,Alternative e acceptor,1
STW,89.77,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,71.55,Bacteroidota,ArsC,Alternative e acceptor,0
Deep,89.57,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,89.77,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,80.94,Chloroflexota,ArsC,Alternative e acceptor,0
SAW,69.29,Cyanobacteria,ArsC,Alternative e acceptor,0
STW,63.41,Cyanobacteria,ArsC,Alternative e acceptor,0
Deep,94.44,Gemmatimonadota,ArsC,Alternative e acceptor,0
Deep,59.64,Myxococcota,ArsC,Alternative e acceptor,0
Deep,62.75,Myxococcota,ArsC,Alternative e acceptor,1
Deep,84.46,Nitrospinota,ArsC,Alternative e acceptor,1
Deep,60.72,Planctomycetota,ArsC,Alternative e acceptor,0
Deep,74.5,Planctomycetota,ArsC,Alternative e acceptor,1
STW,89.6,Proteobacteria,ArsC,Alternative e acceptor,0
STW,95.75,Proteobacteria,ArsC,Alternative e acceptor,1
STW,98.35,Proteobacteria,ArsC,Alternative e acceptor,0
STW,92.15,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,51.72,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,59.14,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,60.69,Proteobacteria,ArsC,Alternative e acceptor,1
STW,84.64,Proteobacteria,ArsC,Alternative e acceptor,1
STW,75.15,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,96.55,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,91.54,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,93.7,Proteobacteria,ArsC,Alternative e acceptor,0
STW,53.45,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,69.08,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,71.97,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,95.5,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,97.1,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,91.31,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,85.97,Proteobacteria,ArsC,Alternative e acceptor,1
STW,58.03,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,52.45,SAR324,ArsC,Alternative e acceptor,0
Deep,83.1,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Deep,81.82,Verrucomicrobiota,ArsC,Alternative e acceptor,1
Deep,96.68,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,61.46,Thermoplasmatota,ArsC,Alternative e acceptor,0
Front,74.03,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,82.4,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,80.34,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,81.21,Thermoplasmatota,ArsC,Alternative e acceptor,0
Front,84,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,77.56,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,84,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,81.33,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,53.9,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,78.85,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,76.87,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,61.6,Thermoplasmatota,ArsC,Alternative e acceptor,0
SAW,85.67,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,54.5,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,58.01,Thermoplasmatota,ArsC,Alternative e acceptor,0
STW,65.43,Bacteroidota,ArsC,Alternative e acceptor,1
STW,78.26,Bacteroidota,ArsC,Alternative e acceptor,0
STW,64.06,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,72.94,Bacteroidota,ArsC,Alternative e acceptor,0
Front,52.74,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,57.89,Bacteroidota,ArsC,Alternative e acceptor,0
Front,87.08,Bacteroidota,ArsC,Alternative e acceptor,1
STW,91.79,Bacteroidota,ArsC,Alternative e acceptor,1
STW,56.73,Bacteroidota,ArsC,Alternative e acceptor,0
STW,56.11,Bacteroidota,ArsC,Alternative e acceptor,0
STW,54.98,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,54.61,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,97.04,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,97.56,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,77.7,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,84.73,Bacteroidota,ArsC,Alternative e acceptor,0
STW,97.58,Bacteroidota,ArsC,Alternative e acceptor,0
STW,90.84,Bacteroidota,ArsC,Alternative e acceptor,1
Front,93.97,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,73.39,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,72.54,Cyanobacteria,ArsC,Alternative e acceptor,0
STW,51.72,Proteobacteria,ArsC,Alternative e acceptor,0
Front,69.12,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,71,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,88.47,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,93.74,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,90.56,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,87.68,Proteobacteria,ArsC,Alternative e acceptor,0
STW,91.13,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,58.85,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,81.55,Proteobacteria,ArsC,Alternative e acceptor,1
STW,93.06,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,95.48,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,94.55,Proteobacteria,ArsC,Alternative e acceptor,0
STW,91.48,Proteobacteria,ArsC,Alternative e acceptor,1
STW,73.6,Proteobacteria,ArsC,Alternative e acceptor,0
STW,56.03,Proteobacteria,ArsC,Alternative e acceptor,0
STW,98.07,Proteobacteria,ArsC,Alternative e acceptor,1
STW,75.86,Proteobacteria,ArsC,Alternative e acceptor,1
Front,97.41,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,91.91,Proteobacteria,ArsC,Alternative e acceptor,1
STW,91.54,Proteobacteria,ArsC,Alternative e acceptor,0
Front,80.17,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,92.78,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,92.9,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,93.77,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,93.58,Proteobacteria,ArsC,Alternative e acceptor,0
STW,91.17,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,82.99,Proteobacteria,ArsC,Alternative e acceptor,1
STW,87.7,Proteobacteria,ArsC,Alternative e acceptor,1
STW,61.21,Proteobacteria,ArsC,Alternative e acceptor,0
Front,75.34,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,64.75,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,53.78,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,80.84,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,71.65,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,50.77,Proteobacteria,ArsC,Alternative e acceptor,0
STW,53.34,Proteobacteria,ArsC,Alternative e acceptor,1
Front,57.05,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,58.91,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,51.01,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,52.95,Proteobacteria,ArsC,Alternative e acceptor,1
STW,51.06,Proteobacteria,ArsC,Alternative e acceptor,1
Front,67.17,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,67.72,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,70.54,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,89.66,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,54.04,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,58.28,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,85.15,Proteobacteria,ArsC,Alternative e acceptor,1
Front,68.19,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,94.26,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,50.07,Verrucomicrobiota,ArsC,Alternative e acceptor,0
SAW,62.92,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,73.2,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,68.53,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,81.09,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,75.69,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,87.18,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,89.81,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,71.94,Actinobacteriota,ArsC,Alternative e acceptor,1
Deep,98.72,Actinobacteriota,ArsC,Alternative e acceptor,0
Deep,94.79,Actinobacteriota,ArsC,Alternative e acceptor,0
SAW,84.86,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,100,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,51.72,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,52.59,Bacteroidota,ArsC,Alternative e acceptor,0
Deep,52.31,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,65.02,Chloroflexota,ArsC,Alternative e acceptor,0
Deep,84.99,Nitrospinota,ArsC,Alternative e acceptor,1
SAW,92.29,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,69.85,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,95.47,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,84.88,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,73,Proteobacteria,ArsC,Alternative e acceptor,1
STW,65.08,Proteobacteria,ArsC,Alternative e acceptor,0
SAW,90.19,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,62.07,Proteobacteria,ArsC,Alternative e acceptor,0
STW,53.01,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,93.4,Proteobacteria,ArsC,Alternative e acceptor,1
STW,70.22,Proteobacteria,ArsC,Alternative e acceptor,0
STW,57.18,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,50.45,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,71.98,Proteobacteria,ArsC,Alternative e acceptor,1
SAW,57.14,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,92.44,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,69.82,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,86.89,Proteobacteria,ArsC,Alternative e acceptor,1
Deep,83.74,Proteobacteria,ArsC,Alternative e acceptor,0
Deep,57.96,SAR324,ArsC,Alternative e acceptor,0
SAW,93.18,Verrucomicrobiota,ArsC,Alternative e acceptor,0
Deep,55.9,Verrucomicrobiota,ArsC,Alternative e acceptor,0
Deep,85.17,Verrucomicrobiota,ArsC,Alternative e acceptor,1
SAW,68.69,Verrucomicrobiota,ArsC,Alternative e acceptor,0
Deep,80.44,Verrucomicrobiota,ArsC,Alternative e acceptor,0
NW,55.66,Crenarchaeota,ArsC,Alternative e acceptor,0
NW,65.46,Crenarchaeota,ArsC,Alternative e acceptor,0
STW,89.32,Crenarchaeota,ArsC,Alternative e acceptor,1
Front,91.26,Crenarchaeota,ArsC,Alternative e acceptor,1
Deep,69.2,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,83.73,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,72.22,Thermoplasmatota,ArsC,Alternative e acceptor,0
Deep,85.04,Actinobacteriota,ArsC,Alternative e acceptor,0
NW,89.74,Actinobacteriota,ArsC,Alternative e acceptor,0
NW,98.29,Actinobacteriota,ArsC,Alternative e acceptor,0
STW,98.29,Actinobacteriota,ArsC,Alternative e acceptor,0
Front,96.15,Actinobacteriota,ArsC,Alternative e acceptor,0
SAW,58.07,Actinobacteriota,ArsC,Alternative e acceptor,0
STW,93.62,Actinobacteriota,ArsC,Alternative e acceptor,1
Front,87.18,Actinobacteriota,ArsC,Alternative e acceptor,1
STW,81.67,Actinobacteriota,ArsC,Alternative e acceptor,1
NW,66.52,Actinobacteriota,ArsC,Alternative e acceptor,0
NW,98.38,Bacteroidota,ArsC,Alternative e acceptor,1
NW,93.5,Bacteroidota,ArsC,Alternative e acceptor,1
STW,92.43,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,87.77,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,90.75,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,74.45,Bacteroidota,ArsC,Alternative e acceptor,1
NW,93.45,Bacteroidota,ArsC,Alternative e acceptor,1
NW,99.46,Bacteroidota,ArsC,Alternative e acceptor,0
STW,94.62,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,75.72,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,64.66,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,70.29,Bacteroidota,ArsC,Alternative e acceptor,0
STW,74.16,Bacteroidota,ArsC,Alternative e acceptor,0
NW,90.02,Bacteroidota,ArsC,Alternative e acceptor,0
NW,78.16,Bacteroidota,ArsC,Alternative e acceptor,1
STW,92.2,Bacteroidota,ArsC,Alternative e acceptor,0
Front,85.66,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,83.98,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,77.83,Bacteroidota,ArsC,Alternative e acceptor,0
Front,79.31,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,66.92,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,84.23,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,80.17,Bacteroidota,ArsC,Alternative e acceptor,1
SAW,67.23,Bacteroidota,ArsC,Alternative e acceptor,1
NW,84.94,Bacteroidota,ArsC,Alternative e acceptor,0
NW,85.72,Bacteroidota,ArsC,Alternative e acceptor,0
STW,83.8,Bacteroidota,ArsC,Alternative e acceptor,0
Front,64.11,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,88.89,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,64.42,Bacteroidota,ArsC,Alternative e acceptor,0
SAW,87.08,Bacteroidota,ArsC,Alternative e acceptor,0
